code,year,sectordeflator_VA_P,sectordeflator_GO_P,sectordeflator_II_P,IP_GFCF_market,deflator,_fillin
F,2000,.62369,.71699188,.78501031,.8940202939151136,.83834,0
F,2001,.64057,.73440348,.80269395,.9037644157871479,.85512,0
F,2002,.67053,.75626041,.8179941700000001,.910662003840373,.87283,0
F,2003,.70516,.7793051900000001,.83205076,.9082883909713766,.88918,0
F,2004,.74454,.81323194,.86174689,.9174186755616884,.90381,0
F,2005,.77236,.84191974,.8910057299999999,.9359927419758036,.92134,0
F,2006,.82789,.88701562,.92869062,.9617287901985674,.94126,0
F,2007,.8782099999999999,.9243831,.95690977,.9772530754463074,.96539,0
F,2008,.96446,.9823496,.99507568,.9907554992518763,.98836,0
F,2009,.98128,.9837452600000001,.9854768300000001,.9949341121793988,.98931,0
F,2010,1,1,1,1,1,0
F,2011,1.0526,1.03755148,1.02761222,1.017739101505978,1.00943,0
F,2012,1.08863,1.06110922,1.04332593,1.028603410557745,1.02112,0
F,2013,1.10642,1.06864678,1.04442898,1.032626183369822,1.02905,0
F,2014,1.11614,1.0706852,1.04161884,1.031410048928839,1.03498,0
F,2015,1.09804,1.06216037,1.03906879,1.030898669860722,1.04687,0
F,2016,1.103777400514934,1.067710294824032,1.044498058342499,1.036285248272532,1.052340030670166,1
F,2017,1.10953568918482,1.073280425260239,1.049947093023102,1.041691437601208,1.057829976081848,1
F,2018,1.120097865781595,1.083497471453489,1.059942018577888,1.051607773804305,1.067899942398071,1
F,2019,1.134873509722469,1.097790305444261,1.073924123484007,1.065479938465869,1.081987023353577,1
G,1952,,,,,,1
G,1953,,,,,,1
G,1954,,,,,,1
G,1955,,,,,,1
G,1956,,,,,,1
G,1957,,,,,,1
G,1958,,,,,,1
G,1959,,,,,,1
G,1960,,,,,,1
G,1961,,,,,,1
G,1962,,,,,,1
G,1963,,,,,,1
G,1964,,,,,,1
G,1965,,,,,,1
G,1966,,,,,,1
G,1967,,,,,,1
G,1968,,,,,,1
G,1969,,,,,,1
G,1970,,,,,.15977,0
G,1971,,,,,.1692,0
G,1972,,,,,.18071,0
G,1973,,,,,.19492,0
G,1974,,,,,.21796,0
G,1975,.321234424498416,.3163370079725448,.3106707866420274,,.24795,0
G,1976,.3558,.3503756099999999,.34409969,,.27463,0
G,1977,.38428,.37702082,.36839145,,.29875,0
G,1978,.4117499999999999,.40808742,.40429305,.3951031196971334,.32648,0
G,1979,.44787,.44439833,.44094839,.4358744505676199,.36017,0
G,1980,.49879,.4975054699999999,.49712039,.4960620120947767,.40227,0
G,1981,.55769,.5567577699999999,.5570241699999999,.5597495450163303,.44932,0
G,1982,.61742,.61385654,.61074826,.6326733277225651,.50367,0
G,1983,.67484,.66508909,.65376115,.6865399134403484,.5523,0
G,1984,.71819,.7129031100000001,.70787802,.7293136586108311,.59137,0
G,1985,.74643,.7429017,.74037267,.7617239994968514,.62363,0
G,1986,.7602800000000001,.74949331,.7370798700000001,.7895297251851026,.65524,0
G,1987,.7804800000000001,.76353651,.74300904,.8088940468781413,.67156,0
G,1988,.80279,.7790347599999999,.74986458,.8283280733226913,.69313,0
G,1989,.82623,.8032336,.77507171,.8498207447508541,.71599,0
G,1990,.8386499999999999,.81444066,.7847377400000001,.8586975808085746,.73511,0
G,1991,.86478,.8317305500000001,.79083263,.8821211351241308,.754,0
G,1992,.8659600000000001,.82939155,.7839977299999999,.8771932681420896,.769,0
G,1993,.8729,.8340517,.7857476699999999,.8696007063531881,.78161,0
G,1994,.87071,.8389191499999999,.7998057900000001,.8679314860560655,.78893,0
G,1995,.87815,.84167059,.7965502800000001,.8673846057345996,.79798,0
G,1996,.87588,.84831526,.8145991100000001,.8731732364327884,.80889,0
G,1997,.86775,.84846448,.82546664,.8694265941298686,.81602,0
G,1998,.86497,.8479063100000001,.8277749900000001,.8661622825628201,.82379,0
G,1999,.8470099999999999,.84126605,.83557325,.8673886454625638,.8256,0
G,2000,.8504699999999999,.8497366200000001,.8503749500000001,.8940202939151136,.83834,0
G,2001,.8828100000000001,.8760852800000001,.86931543,.9037644157871479,.85512,0
G,2002,.8925799999999999,.89933637,.9093001599999999,.910662003840373,.87283,0
G,2003,.9322499999999999,.92518749,.91844352,.9082883909713766,.88918,0
G,2004,.94037,.93868129,.93796578,.9174186755616884,.90381,0
G,2005,.94377,.94716375,.9519050099999999,.9359927419758036,.92134,0
G,2006,.9453199999999999,.95163273,.9594590599999999,.9617287901985674,.94126,0
G,2007,.9521999999999999,.9623078599999999,.97417849,.9772530754463074,.96539,0
G,2008,.98369,.9925310500000001,1.00302045,.9907554992518763,.98836,0
G,2009,1.0153,1.00295197,.98995694,.9949341121793988,.98931,0
G,2010,1,1,1,1,1,0
G,2011,.9937600000000001,1.00495102,1.01694983,1.017739101505978,1.00943,0
G,2012,1.00497,1.01735492,1.03062182,1.028603410557745,1.02112,0
G,2013,.99764,1.01587209,1.0352649,1.032626183369822,1.02905,0
G,2014,.9862000000000001,1.00827093,1.03163483,1.031410048928839,1.03498,0
G,2015,.9827800000000001,1.00401717,1.02651774,1.030898669860722,1.04687,0
G,2016,.9879151521602739,1.009263289110561,1.031881427488675,1.036285248272532,1.052340030670166,1
G,2017,.9930689998698203,1.014528507767789,1.037264642555229,1.041691437601208,1.057829976081848,1
G,2018,1.002522476897778,1.024186267645147,1.047138838075977,1.051607773804305,1.067899942398071,1
G,2019,1.01574713843307,1.037696704618703,1.060952051278803,1.065479938465869,1.081987023353577,1
H,1952,,,,,,1
H,1953,,,,,,1
H,1954,,,,,,1
H,1955,,,,,,1
H,1956,,,,,,1
H,1957,,,,,,1
H,1958,,,,,,1
H,1959,,,,,,1
H,1960,,,,,,1
H,1961,,,,,,1
H,1962,,,,,,1
H,1963,,,,,,1
H,1964,,,,,,1
H,1965,,,,,,1
H,1966,,,,,,1
H,1967,,,,,,1
H,1968,,,,,,1
H,1969,,,,,,1
H,1970,,,,,.15977,0
H,1971,,,,,.1692,0
H,1972,,,,,.18071,0
H,1973,,,,,.19492,0
H,1974,,,,,.21796,0
H,1975,.4526895459345301,.2905700887539599,.1852884494192186,,.24795,0
H,1976,.5014,.32183611,.20522592,,.27463,0
H,1977,.53813,.34680536,.22198949,,.29875,0
H,1978,.58409,.3786225,.24370499,.3951031196971334,.32648,0
H,1979,.63592,.4110651,.26384175,.4358744505676199,.36017,0
H,1980,.6899500000000001,.45610841,.29922988,.4960620120947767,.40227,0
H,1981,.75643,.5098184,.34065004,.5597495450163303,.44932,0
H,1982,.81411,.5673718600000001,.39084048,.6326733277225651,.50367,0
H,1983,.86529,.6056797900000001,.41888521,.6865399134403484,.5523,0
H,1984,.922,.64751554,.44921991,.7293136586108311,.59137,0
H,1985,.95092,.6895051800000001,.49322577,.7617239994968514,.62363,0
H,1986,.9722499999999999,.7006163700000001,.49803267,.7895297251851026,.65524,0
H,1987,.95196,.69047042,.49422016,.8088940468781413,.67156,0
H,1988,.94842,.6890129500000001,.49406353,.8283280733226913,.69313,0
H,1989,.95363,.6987370199999999,.5058928499999999,.8498207447508541,.71599,0
H,1990,.9522799999999999,.70086593,.5099595699999999,.8586975808085746,.73511,0
H,1991,.95312,.7226763300000001,.54326746,.8821211351241308,.754,0
H,1992,.95499,.72371132,.5437075099999999,.8771932681420896,.769,0
H,1993,.9393300000000001,.7319918,.5673385799999999,.8696007063531881,.78161,0
H,1994,.9158700000000001,.73717462,.59272877,.8679314860560655,.78893,0
H,1995,.8813599999999999,.7438860300000001,.6282632499999999,.8673846057345996,.79798,0
H,1996,.8497,.74499259,.6541875,.8731732364327884,.80889,0
H,1997,.82979,.7621551,.6999576399999999,.8694265941298686,.81602,0
H,1998,.8186,.77063315,.7254244400000001,.8661622825628201,.82379,0
H,1999,.8112900000000001,.7890388,.76616083,.8673886454625638,.8256,0
H,2000,.8120999999999999,.81642143,.8155466,.8940202939151136,.83834,0
H,2001,.8601000000000001,.83557055,.81142756,.9037644157871479,.85512,0
H,2002,.8877700000000001,.84958709,.81438345,.910662003840373,.87283,0
H,2003,.90684,.8624417699999999,.82218569,.9082883909713766,.88918,0
H,2004,.9194599999999999,.87622828,.8368795299999999,.9174186755616884,.90381,0
H,2005,.9222199999999999,.8944224,.8680375499999999,.9359927419758036,.92134,0
H,2006,.91964,.91275685,.90395245,.9617287901985674,.94126,0
H,2007,.9536199999999999,.9394848299999999,.9245074700000001,.9772530754463074,.96539,0
H,2008,.99601,.97730164,.95831687,.9907554992518763,.98836,0
H,2009,1.02351,.9853910100000001,.9490036399999999,.9949341121793988,.98931,0
H,2010,1,1,1,1,1,0
H,2011,.97392,1.01523641,1.05480694,1.017739101505978,1.00943,0
H,2012,.98039,1.0389004,1.09550895,1.028603410557745,1.02112,0
H,2013,1.00473,1.05258216,1.09902815,1.032626183369822,1.02905,0
H,2014,1.01575,1.05341439,1.09026912,1.031410048928839,1.03498,0
H,2015,1.03893,1.05277237,1.06668345,1.030898669860722,1.04687,0
H,2016,1.044358543146862,1.058273241314111,1.072257008499965,1.036285248272532,1.052340030670166,1
H,2017,1.049806849991608,1.063794139651275,1.077850858655232,1.041691437601208,1.057829976081848,1
H,2018,1.059800440508972,1.073920881562449,1.08811141288983,1.051607773804305,1.067899942398071,1
H,2019,1.073780677804055,1.088087387053971,1.102465111165688,1.065479938465869,1.081987023353577,1
I,1952,,,,,,1
I,1953,,,,,,1
I,1954,,,,,,1
I,1955,,,,,,1
I,1956,,,,,,1
I,1957,,,,,,1
I,1958,,,,,,1
I,1959,,,,,,1
I,1960,,,,,,1
I,1961,,,,,,1
I,1962,,,,,,1
I,1963,,,,,,1
I,1964,,,,,,1
I,1965,,,,,,1
I,1966,,,,,,1
I,1967,,,,,,1
I,1968,,,,,,1
I,1969,,,,,,1
I,1970,,,,,.15977,0
I,1971,,,,,.1692,0
I,1972,,,,,.18071,0
I,1973,,,,,.19492,0
I,1974,,,,,.21796,0
I,1975,.1126938753959873,.1560722868532207,.2196931347940866,,.24795,0
I,1976,.12482,.17286603,.24333263,,.27463,0
I,1977,.13977,.19426847,.2742815,,.29875,0
I,1978,.15657,.21309413,.29558231,.3951031196971334,.32648,0
I,1979,.18001,.23845064,.32326864,.4358744505676199,.36017,0
I,1980,.21082,.27071771,.35738341,.4960620120947767,.40227,0
I,1981,.24681,.31371803,.41045033,.5597495450163303,.44932,0
I,1982,.27957,.35434629,.46237956,.6326733277225651,.50367,0
I,1983,.31761,.39522074,.50673996,.6865399134403484,.5523,0
I,1984,.33919,.42328413,.54425913,.7293136586108311,.59137,0
I,1985,.36239,.44999228,.57573427,.7617239994968514,.62363,0
I,1986,.39564,.47235769,.58079359,.7895297251851026,.65524,0
I,1987,.43821,.5059285,.60018042,.8088940468781413,.67156,0
I,1988,.47584,.5363742899999999,.61954279,.8283280733226913,.69313,0
I,1989,.5036200000000001,.56384816,.6462080299999999,.8498207447508541,.71599,0
I,1990,.53326,.59569277,.6808951000000001,.8586975808085746,.73511,0
I,1991,.56054,.6222696400000001,.7060678699999999,.8821211351241308,.754,0
I,1992,.59612,.65197879,.72640851,.8771932681420896,.769,0
I,1993,.62402,.67470938,.7408829,.8696007063531881,.78161,0
I,1994,.63569,.68956632,.76046988,.8679314860560655,.78893,0
I,1995,.6492100000000001,.70258479,.7724204,.8673846057345996,.79798,0
I,1996,.6563599999999999,.7139952599999999,.79035847,.8731732364327884,.80889,0
I,1997,.6699200000000001,.72916534,.8077485400000001,.8694265941298686,.81602,0
I,1998,.69658,.7403645400000001,.79581229,.8661622825628201,.82379,0
I,1999,.7197100000000001,.7531537500000001,.79349547,.8673886454625638,.8256,0
I,2000,.7389600000000001,.77108226,.8094820699999999,.8940202939151136,.83834,0
I,2001,.7382,.7875551299999999,.8499710500000001,.9037644157871479,.85512,0
I,2002,.8048000000000001,.81905147,.8353248600000001,.910662003840373,.87283,0
I,2003,.8334600000000001,.8367799499999999,.83944305,.9082883909713766,.88918,0
I,2004,.86372,.85659544,.84666758,.9174186755616884,.90381,0
I,2005,.8952,.87809319,.8560556499999999,.9359927419758036,.92134,0
I,2006,.9159,.89886142,.87686837,.9617287901985674,.94126,0
I,2007,.9488800000000001,.9235043500000001,.8914723499999999,.9772530754463074,.96539,0
I,2008,.9586199999999999,.95128877,.94171099,.9907554992518763,.98836,0
I,2009,.9684699999999999,.9782792600000001,.9898883399999999,.9949341121793988,.98931,0
I,2010,1,1,1,1,1,0
I,2011,.9940600000000001,1.02098099,1.05535416,1.017739101505978,1.00943,0
I,2012,1.01263,1.04116092,1.07754399,1.028603410557745,1.02112,0
I,2013,1.02265,1.06321626,1.11526275,1.032626183369822,1.02905,0
I,2014,1.02609,1.07637037,1.14107327,1.031410048928839,1.03498,0
I,2015,1.04426,1.08926064,1.14714383,1.030898669860722,1.04687,0
I,2016,1.04971639308379,1.094952167227454,1.153137804355165,1.036285248272532,1.052340030670166,1
I,2017,1.055192651258734,1.100664415598975,1.159153600973702,1.041691437601208,1.057829976081848,1
I,2018,1.06523751167634,1.111142142493802,1.170188113117486,1.051607773804305,1.067899942398071,1
I,2019,1.079289471478986,1.125799648026796,1.185624516874227,1.065479938465869,1.081987023353577,1
J,1952,,,,,,1
J,1953,,,,,,1
J,1954,,,,,,1
J,1955,,,,,,1
J,1956,,,,,,1
J,1957,,,,,,1
J,1958,,,,,,1
J,1959,,,,,,1
J,1960,,,,,,1
J,1961,,,,,,1
J,1962,,,,,,1
J,1963,,,,,,1
J,1964,,,,,,1
J,1965,,,,,,1
J,1966,,,,,,1
J,1967,,,,,,1
J,1968,,,,,,1
J,1969,,,,,,1
J,1970,,,,,.15977,0
J,1971,,,,,.1692,0
J,1972,,,,,.18071,0
J,1973,,,,,.19492,0
J,1974,,,,,.21796,0
J,1975,.4095874340021119,.4049390599260824,.4132394215945089,,.24795,0
J,1976,.45366,.44851145,.4577049499999999,,.27463,0
J,1977,.4987,.48901688,.49227171,,.29875,0
J,1978,.54437,.53127471,.53067564,.3951031196971334,.32648,0
J,1979,.60673,.5782914300000001,.5569975699999999,.4358744505676199,.36017,0
J,1980,.65295,.62792599,.6133000200000001,.4960620120947767,.40227,0
J,1981,.7055400000000001,.68025188,.6670235999999999,.5597495450163303,.44932,0
J,1982,.7867799999999999,.7530032099999999,.73022863,.6326733277225651,.50367,0
J,1983,.8577899999999999,.80446932,.75707315,.6865399134403484,.5523,0
J,1984,.9311799999999999,.86911566,.8119638600000001,.7293136586108311,.59137,0
J,1985,.98811,.92324871,.8639882299999999,.7617239994968514,.62363,0
J,1986,1.04993,.9563191600000001,.8586985199999999,.7895297251851026,.65524,0
J,1987,1.08709,.97945681,.86356928,.8088940468781413,.67156,0
J,1988,1.06791,.96290164,.8500985599999999,.8283280733226913,.69313,0
J,1989,1.07626,.97864153,.87656055,.8498207447508541,.71599,0
J,1990,1.10476,.9936632400000001,.8736450600000001,.8586975808085746,.73511,0
J,1991,1.14493,1.02405068,.8915735100000001,.8821211351241308,.754,0
J,1992,1.1752,1.04520276,.90111794,.8771932681420896,.769,0
J,1993,1.19852,1.05763112,.89909988,.8696007063531881,.78161,0
J,1994,1.20791,1.07261354,.92229678,.8679314860560655,.78893,0
J,1995,1.20706,1.07957471,.9400852500000001,.8673846057345996,.79798,0
J,1996,1.21607,1.08457415,.9399250100000001,.8731732364327884,.80889,0
J,1997,1.20267,1.06979329,.9230172299999999,.8694265941298686,.81602,0
J,1998,1.1894,1.0534192,.9026819500000001,.8661622825628201,.82379,0
J,1999,1.16192,1.03939887,.9040836,.8673886454625638,.8256,0
J,2000,1.14998,1.03670438,.91055801,.8940202939151136,.83834,0
J,2001,1.14643,1.03654165,.91348485,.9037644157871479,.85512,0
J,2002,1.13721,1.03989847,.9298675799999999,.910662003840373,.87283,0
J,2003,1.11127,1.02437341,.9255291800000001,.9082883909713766,.88918,0
J,2004,1.07987,1.01541548,.94218768,.9174186755616884,.90381,0
J,2005,1.0798,1.02058704,.95294943,.9359927419758036,.92134,0
J,2006,1.03432,1.00512174,.97186267,.9617287901985674,.94126,0
J,2007,1.0207,1.00922951,.99687426,.9772530754463074,.96539,0
J,2008,1.01298,1.01261878,1.01294018,.9907554992518763,.98836,0
J,2009,1.03061,1.01394232,.9966162900000001,.9949341121793988,.98931,0
J,2010,1,1,1,1,1,0
J,2011,.9534600000000001,.97914747,1.00704393,1.017739101505978,1.00943,0
J,2012,.91339,.96185321,1.01545471,1.028603410557745,1.02112,0
J,2013,.9143600000000001,.9305393700000001,.9476259899999999,1.032626183369822,1.02905,0
J,2014,.8830500000000001,.90723513,.93336752,1.031410048928839,1.03498,0
J,2015,.8955500000000001,.9067596,.91838509,1.030898669860722,1.04687,0
J,2016,.9002293641681081,.9114975357727966,.9231837704563348,1.036285248272532,1.052340030670166,1
J,2017,.9049257644980744,.9162527209491018,.9279999214693572,1.041691437601208,1.057829976081848,1
J,2018,.9135401658415973,.9249749487604939,.9368339762437051,1.051607773804305,1.067899942398071,1
J,2019,.9255910273140846,.9371766508747791,.9491921153738351,1.065479938465869,1.081987023353577,1
K,1952,,,,,,1
K,1953,,,,,,1
K,1954,,,,,,1
K,1955,,,,,,1
K,1956,,,,,,1
K,1957,,,,,,1
K,1958,,,,,,1
K,1959,,,,,,1
K,1960,,,,,,1
K,1961,,,,,,1
K,1962,,,,,,1
K,1963,,,,,,1
K,1964,,,,,,1
K,1965,,,,,,1
K,1966,,,,,,1
K,1967,,,,,,1
K,1968,,,,,,1
K,1969,,,,,,1
K,1970,,,,,.15977,0
K,1971,,,,,.1692,0
K,1972,,,,,.18071,0
K,1973,,,,,.19492,0
K,1974,,,,,.21796,0
K,1975,.2911423970432946,.3211998272439282,.3382973895459346,,.24795,0
K,1976,.32247,.35576168,.37469898,,.27463,0
K,1977,.33099,.38910497,.43077795,,.29875,0
K,1978,.34688,.4202660500000001,.47545923,.3951031196971334,.32648,0
K,1979,.37692,.45922523,.5216355,.4358744505676199,.36017,0
K,1980,.41809,.5281865100000001,.61617257,.4960620120947767,.40227,0
K,1981,.4435,.58004932,.69533711,.5597495450163303,.44932,0
K,1982,.5059400000000001,.65429063,.7776437199999999,.6326733277225651,.50367,0
K,1983,.56772,.74184367,.88898687,.6865399134403484,.5523,0
K,1984,.6251599999999999,.8173773099999999,.97996623,.7293136586108311,.59137,0
K,1985,.6924899999999999,.9001524999999999,1.07456674,.7617239994968514,.62363,0
K,1986,.7240000000000001,.9415138000000001,1.12430422,.7895297251851026,.65524,0
K,1987,.7318399999999999,.92846239,1.08810402,.8088940468781413,.67156,0
K,1988,.76676,.9498443299999999,1.09233672,.8283280733226913,.69313,0
K,1989,.80604,1.01833058,1.19051674,.8498207447508541,.71599,0
K,1990,.8238,1.01688874,1.16870908,.8586975808085746,.73511,0
K,1991,.81391,1.03660503,1.22122678,.8821211351241308,.754,0
K,1992,.8420799999999999,1.04662983,1.21118469,.8771932681420896,.769,0
K,1993,.85392,1.06486412,1.23559672,.8696007063531881,.78161,0
K,1994,.83339,1.01062348,1.14642654,.8679314860560655,.78893,0
K,1995,.8005800000000001,.9712220100000001,1.10203209,.8673846057345996,.79798,0
K,1996,.80233,.9503838,1.06096238,.8731732364327884,.80889,0
K,1997,.81072,.9069500700000001,.9757510700000001,.8694265941298686,.81602,0
K,1998,.78759,.91083376,1.00145225,.8661622825628201,.82379,0
K,1999,.79754,.92230543,1.01403249,.8673886454625638,.8256,0
K,2000,.8343699999999999,.94657985,1.02740506,.8940202939151136,.83834,0
K,2001,.8026399999999999,.92986746,1.0224959,.9037644157871479,.85512,0
K,2002,.7929900000000001,.92085211,1.01406669,.910662003840373,.87283,0
K,2003,.78521,.90106657,.98485018,.9082883909713766,.88918,0
K,2004,.80405,.90200256,.9715596200000001,.9174186755616884,.90381,0
K,2005,.8407800000000001,.91188163,.9615079299999999,.9359927419758036,.92134,0
K,2006,.90988,.93032346,.94793525,.9617287901985674,.94126,0
K,2007,.8909999999999999,.9246357500000001,.9504014200000001,.9772530754463074,.96539,0
K,2008,.83854,.91773673,.97227791,.9907554992518763,.98836,0
K,2009,.8503499999999999,.9333469599999999,.9905192900000001,.9949341121793988,.98931,0
K,2010,1,1,1,1,1,0
K,2011,.9066,.96439557,1.00764021,1.017739101505978,1.00943,0
K,2012,.8922599999999999,.9691810700000001,1.02688557,1.028603410557745,1.02112,0
K,2013,.94387,.99346947,1.03067875,1.032626183369822,1.02905,0
K,2014,.9673099999999999,1.00967129,1.04153432,1.031410048928839,1.03498,0
K,2015,.97717,1.01758567,1.04804653,1.030898669860722,1.04687,0
K,2016,.9822758391872594,1.022902686271764,1.053522708191047,1.036285248272532,1.052340030670166,1
K,2017,.9874002672040459,1.0282390602055,1.05901882350489,1.041691437601208,1.057829976081848,1
K,2018,.996799780978654,1.038027337088753,1.069100107002301,1.051607773804305,1.067899942398071,1
K,2019,1.009948952219869,1.051720356959847,1.083203019793045,1.065479938465869,1.081987023353577,1
L,1952,,,,,,1
L,1953,,,,,,1
L,1954,,,,,,1
L,1955,,,,,,1
L,1956,,,,,,1
L,1957,,,,,,1
L,1958,,,,,,1
L,1959,,,,,,1
L,1960,,,,,,1
L,1961,,,,,,1
L,1962,,,,,,1
L,1963,,,,,,1
L,1964,,,,,,1
L,1965,,,,,,1
L,1966,,,,,,1
L,1967,,,,,,1
L,1968,,,,,,1
L,1969,,,,,,1
L,1970,,,,,.15977,0
L,1971,,,,,.1692,0
L,1972,,,,,.18071,0
L,1973,,,,,.19492,0
L,1974,,,,,.21796,0
L,1975,.1400863780359028,.1774887096620908,.3856182267687434,,.24795,0
L,1976,.15516,.19658691,.42711165,,.27463,0
L,1977,.16614,.21356595,.48498116,,.29875,0
L,1978,.17949,.23076039,.52425866,.3951031196971334,.32648,0
L,1979,.2019,.2551667,.54969516,.4358744505676199,.36017,0
L,1980,.22888,.28656582,.59977714,.4960620120947767,.40227,0
L,1981,.26179,.32318925,.64660194,.5597495450163303,.44932,0
L,1982,.29037,.35473765,.68586999,.6326733277225651,.50367,0
L,1983,.32405,.38889731,.70745776,.6865399134403484,.5523,0
L,1984,.35744,.42035245,.71404061,.7293136586108311,.59137,0
L,1985,.38672,.44579637,.7076732099999999,.7617239994968514,.62363,0
L,1986,.41664,.46943405,.69101668,.7895297251851026,.65524,0
L,1987,.44764,.49545867,.68451189,.8088940468781413,.67156,0
L,1988,.48155,.5270568,.69793041,.8283280733226913,.69313,0
L,1989,.5141899999999999,.55728678,.71219977,.8498207447508541,.71599,0
L,1990,.54069,.57787396,.7033496800000001,.8586975808085746,.73511,0
L,1991,.57103,.60333538,.70428094,.8821211351241308,.754,0
L,1992,.60475,.6309602799999999,.7017940699999999,.8771932681420896,.769,0
L,1993,.6271,.65022605,.70623695,.8696007063531881,.78161,0
L,1994,.64913,.66590114,.69338861,.8679314860560655,.78893,0
L,1995,.66947,.68038719,.68463252,.8673846057345996,.79798,0
L,1996,.6856300000000001,.6915002699999999,.67580881,.8731732364327884,.80889,0
L,1997,.70109,.7037006800000001,.67392812,.8694265941298686,.81602,0
L,1998,.72423,.7211809499999999,.6690284,.8661622825628201,.82379,0
L,1999,.73942,.7355581999999999,.67982156,.8673886454625638,.8256,0
L,2000,.7576999999999999,.75048081,.68068004,.8940202939151136,.83834,0
L,2001,.78184,.76990746,.67892624,.9037644157871479,.85512,0
L,2002,.80975,.79393518,.68764063,.910662003840373,.87283,0
L,2003,.8420099999999999,.81813315,.68282833,.9082883909713766,.88918,0
L,2004,.8755700000000001,.8478034,.6966364199999999,.9174186755616884,.90381,0
L,2005,.9135,.88074189,.70894572,.9359927419758036,.92134,0
L,2006,.9609000000000001,.91324496,.68223455,.9617287901985674,.94126,0
L,2007,1.01982,.9460448499999999,.6127970899999999,.9772530754463074,.96539,0
L,2008,1.06244,.9677554899999999,.5551624000000001,.9907554992518763,.98836,0
L,2009,1.01105,.9865791500000001,.87653181,.9949341121793988,.98931,0
L,2010,1,1,1,1,1,0
L,2011,1.02875,1.00934431,.92459293,1.017739101505978,1.00943,0
L,2012,1.03487,1.02436371,.97891176,1.028603410557745,1.02112,0
L,2013,1.02829,1.02875049,1.03378216,1.032626183369822,1.02905,0
L,2014,1.03149,1.03713868,1.06625117,1.031410048928839,1.03498,0
L,2015,1.02808,1.04196293,1.10917771,1.030898669860722,1.04687,0
L,2016,1.033451850498519,1.047407320596995,1.114973306485108,1.036285248272532,1.052340030670166,1
L,2017,1.038843258293987,1.052871532587687,1.120790002999244,1.041691437601208,1.057829976081848,1
L,2018,1.048732481378404,1.062894297217349,1.131459314545478,1.051607773804305,1.067899942398071,1
L,2019,1.062566716946082,1.076915346772256,1.146384831748963,1.065479938465869,1.081987023353577,1
M-N,1952,,,,,,1
M-N,1953,,,,,,1
M-N,1954,,,,,,1
M-N,1955,,,,,,1
M-N,1956,,,,,,1
M-N,1957,,,,,,1
M-N,1958,,,,,,1
M-N,1959,,,,,,1
M-N,1960,,,,,,1
M-N,1961,,,,,,1
M-N,1962,,,,,,1
M-N,1963,,,,,,1
M-N,1964,,,,,,1
M-N,1965,,,,,,1
M-N,1966,,,,,,1
M-N,1967,,,,,,1
M-N,1968,,,,,,1
M-N,1969,,,,,,1
M-N,1970,,,,,.15977,0
M-N,1971,,,,,.1692,0
M-N,1972,,,,,.18071,0
M-N,1973,,,,,.19492,0
M-N,1974,,,,,.21796,0
M-N,1975,.197209767687434,.2476929673178458,.3305052517951426,,.24795,0
M-N,1976,.21843,.27434531,.36606839,,.27463,0
M-N,1977,.24368,.30053129,.39124677,,.29875,0
M-N,1978,.26836,.32944138,.42631135,.3951031196971334,.32648,0
M-N,1979,.29463,.35197583,.44042466,.4358744505676199,.36017,0
M-N,1980,.3272099999999999,.3851567,.4727911,.4960620120947767,.40227,0
M-N,1981,.36639,.42600407,.51450162,.5597495450163303,.44932,0
M-N,1982,.40621,.47017294,.56448986,.6326733277225651,.50367,0
M-N,1983,.44521,.5051346999999999,.59083061,.6865399134403484,.5523,0
M-N,1984,.46634,.53226034,.6274949,.7293136586108311,.59137,0
M-N,1985,.49162,.56087628,.6608536700000001,.7617239994968514,.62363,0
M-N,1986,.52857,.58614595,.6654249400000001,.7895297251851026,.65524,0
M-N,1987,.55054,.6045280199999999,.6775938499999999,.8088940468781413,.67156,0
M-N,1988,.58247,.62740951,.68547169,.8283280733226913,.69313,0
M-N,1989,.60404,.65017861,.7096846999999999,.8498207447508541,.71599,0
M-N,1990,.63144,.67048496,.71871724,.8586975808085746,.73511,0
M-N,1991,.65815,.6943009600000001,.73765431,.8821211351241308,.754,0
M-N,1992,.67681,.70849046,.74483362,.8771932681420896,.769,0
M-N,1993,.6922,.72327113,.7584819899999999,.8696007063531881,.78161,0
M-N,1994,.6949200000000001,.73342237,.77975848,.8679314860560655,.78893,0
M-N,1995,.70253,.74308058,.79237207,.8673846057345996,.79798,0
M-N,1996,.71521,.7565252800000001,.8067656,.8731732364327884,.80889,0
M-N,1997,.72773,.76888817,.81868965,.8694265941298686,.81602,0
M-N,1998,.73783,.7793788,.82959035,.8661622825628201,.82379,0
M-N,1999,.74844,.7932591999999999,.84804696,.8673886454625638,.8256,0
M-N,2000,.784,.82225515,.86791173,.8940202939151136,.83834,0
M-N,2001,.82946,.85425172,.88338681,.9037644157871479,.85512,0
M-N,2002,.8468800000000001,.86937445,.89575262,.910662003840373,.87283,0
M-N,2003,.8665600000000001,.88404911,.90439497,.9082883909713766,.88918,0
M-N,2004,.88465,.9002445299999999,.9183508,.9174186755616884,.90381,0
M-N,2005,.9020199999999999,.9148620900000001,.92974851,.9359927419758036,.92134,0
M-N,2006,.9303199999999999,.94008814,.9514584700000001,.9617287901985674,.94126,0
M-N,2007,.96154,.96153317,.96163676,.9772530754463074,.96539,0
M-N,2008,.98653,.98431961,.9819082899999999,.9907554992518763,.98836,0
